time_s,pos_turns,pos_deg,normalized,velocity_turns_s,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors,time_s,motor_temp_C,power_elec_W,,joules in interval,total,motor_temp_C
94.489,-0.22474,-80.9,0,0.001,0,0,0.0016,0,40,48.5,43.1,18.25,0,0,0,0,0,94.489,48.5,0,,0,1985.1909,48.5
94.799,-0.22473,-80.9,0,0.001,0,0,0.0046,0,40,48.5,43.1,18.24,0,0,0,0,0,94.799,48.5,0,,0,1985.1909,48.5
94.916,-0.22473,-80.9,0,0,0,0,0.0063,0,40,48.5,43.1,18.25,0,0,0,0,0,94.916,48.5,0,,0,1985.1909,48.5
95.09,-0.22473,-80.9,0,-0.001,0,0,-0.0021,0,40,48.4,43.1,18.24,0,0,0,0,0,95.09,48.4,0,,0,1985.1909,48.4
95.147,-0.22473,-80.9,0,0,0,0,-0.0005,0,40,48.4,43.1,18.24,0,0,0,0,0,95.147,48.4,0,,0,1985.1909,48.4
95.182,-0.22473,-80.9,0,0,0,0,0.0005,0,40,48.4,43.1,18.24,0,0,0,0,0,95.182,48.4,0,,0,1985.1909,48.4
95.219,-0.22473,-80.9,0,0,0,0,-0.0007,0,40,48.4,43,18.24,0,0,0,0,0,95.219,48.4,0,,0,1985.1909,48.4
95.25,-0.22473,-80.9,0,0,0,0,0.003,0,40,48.4,43,18.24,0,0,0,0,0,95.25,48.4,0,,0,1985.1909,48.4
95.276,-0.22473,-80.9,0,-0.001,0,0,0.0024,0,40,48.4,43,18.24,0,0,0,0,0,95.276,48.4,0,,0,1985.1909,48.4
95.314,-0.22473,-80.9,0,0,0,0,0.0039,0,40,48.4,43,18.24,0,0,0,0,0,95.314,48.4,0,,0,1985.1909,48.4
95.345,-0.22473,-80.9,0,-0.003,0,0,0.0077,0,40,48.4,43,18.25,0,0,0,0,0,95.345,48.4,0,,0,1985.1909,48.4
95.375,-0.22473,-80.9,0,0,0,0,-0.0002,0,40,48.4,43,18.26,0,0,0,0,0,95.375,48.4,0,,0,1985.1909,48.4
95.401,-0.22473,-80.9,0,0,0,0,0.0075,0,40,48.4,43,18.25,0,0,0,0,0,95.401,48.4,0,,0,1985.1909,48.4
95.438,-0.22473,-80.9,0,0,0,0,-0.0003,0,40,48.4,43,18.24,0,0,0,0,0,95.438,48.4,0,,0,1985.1909,48.4
95.468,-0.22474,-80.9,0,-0.001,0,0,0.0014,0,40,48.4,43,18.25,0,0,0,0,0,95.468,48.4,0,,0,1985.1909,48.4
95.505,-0.22473,-80.9,0,0,0,0,-0.0004,0,40,48.4,43,18.25,0,0,0,0,0,95.505,48.4,0,,0,1985.1909,48.4
95.535,-0.22473,-80.9,0,0,0,0,0.0001,0,40,48.4,43,18.25,0,0,0,0,0,95.535,48.4,0,,0,1985.1909,48.4
95.582,-0.22473,-80.9,0,0.001,0,0,0.0007,0,40,48.4,43,18.24,0,0,0,0,0,95.582,48.4,0,,0,1985.1909,48.4
95.62,-0.22473,-80.9,0,0,0,0,0.001,0,40,48.4,43,18.25,0,0,0,0,0,95.62,48.4,0,,0,1985.1909,48.4
95.657,-0.22473,-80.9,0,0,0,0,0.0006,0,40,48.4,43,18.25,0,0,0,0,0,95.657,48.4,0,,0,1985.1909,48.4
95.691,-0.22473,-80.9,0,-0.001,0,0,-0.006,0,40,48.4,43,18.24,0,0,0,0,0,95.691,48.4,0,,0,1985.1909,48.4
95.722,-0.22473,-80.9,0,0,0,0,0.0026,0,40,48.4,43,18.25,0,0,0,0,0,95.722,48.4,0,,0,1985.1909,48.4
95.757,-0.22473,-80.9,0,0,0,0,-0.0079,0,40,48.4,43,18.24,0,0,0,0,0,95.757,48.4,0,,0,1985.1909,48.4
95.794,-0.22473,-80.9,0,0,0,0,0.0011,0,40,48.4,43,18.24,0,0,0,0,0,95.794,48.4,0,,0,1985.1909,48.4
95.819,-0.22473,-80.9,0,0.004,0,0,0,0,40,48.4,43,18.24,0,0,0,0,0,95.819,48.4,0,,0,1985.1909,48.4
95.85,-0.22473,-80.9,0,0.001,0,0,-0.003,0,40,48.3,43,18.25,0,0,0,0,0,95.85,48.3,0,,0,1985.1909,48.3
95.884,-0.22473,-80.9,0,0.001,0,0,-0.0007,0,40,48.3,43,18.25,0,0,0,0,0,95.884,48.3,0,,0,1985.1909,48.3
95.917,-0.22473,-80.9,0,0,0,0,-0.0002,0,40,48.3,43,18.24,0,0,0,0,0,95.917,48.3,0,,0,1985.1909,48.3
95.945,-0.22473,-80.9,0,0,0,0,0.0005,0,40,48.3,43,18.25,0,0,0,0,0,95.945,48.3,0,,0,1985.1909,48.3
95.976,-0.22473,-80.9,0,-0.001,0,0,0.004,0,40,48.3,43,18.25,0,0,0,0,0,95.976,48.3,0,,0,1985.1909,48.3
96.003,-0.22473,-80.9,0,0.002,0,0,0.0015,0,40,48.3,43,18.24,0,0,0,0,0,96.003,48.3,0,,0,1985.1909,48.3
96.041,-0.22473,-80.9,0,0,0,0,-0.0009,0,40,48.3,43,18.24,0,0,0,0,0,96.041,48.3,0,,0,1985.1909,48.3
96.068,-0.22473,-80.9,0,0,0,0,0.0042,0,40,48.3,43,18.24,0,0,0,0,0,96.068,48.3,0,,0,1985.1909,48.3
96.104,-0.22473,-80.9,0,0,0,0,0.0096,0,40,48.3,43,18.25,0,0,0,0,0,96.104,48.3,0,,0,1985.1909,48.3
96.131,-0.22473,-80.9,0,-0.001,0,0,0.0013,0,40,48.3,43,18.25,0,0,0,0,0,96.131,48.3,0,,0,1985.1909,48.3
96.163,-0.22473,-80.9,0,-0.001,0,0,-0.0053,0,40,48.3,43,18.24,0,0,0,0,0,96.163,48.3,0,,0,1985.1909,48.3
96.193,-0.22473,-80.9,0,-0.001,0,0,-0.0001,0,40,48.3,43,18.25,0,0,0,0,0,96.193,48.3,0,,0,1985.1909,48.3
96.224,-0.22473,-80.9,0,0,0,0,-0.004,0,40,48.3,43,18.25,0,0,0,0,0,96.224,48.3,0,,0,1985.1909,48.3
96.269,-0.22473,-80.9,0,0,0,0,-0.0024,0,40,48.3,43,18.25,0,0,0,0,0,96.269,48.3,0,,0,1985.1909,48.3
96.3,-0.22473,-80.9,0,0,0,0,-0.0011,0,40,48.3,43,18.24,0,0,0,0,0,96.3,48.3,0,,0,1985.1909,48.3
96.332,-0.22473,-80.9,0,0,0,0,0.0044,0,40,48.3,43,18.24,0,0,0,0,0,96.332,48.3,0,,0,1985.1909,48.3
96.366,-0.22473,-80.9,0,0,0,0,-0.0045,0,40,48.3,43,18.24,0,0,0,0,0,96.366,48.3,0,,0,1985.1909,48.3
96.398,-0.22473,-80.9,0,0,0,0,-0.0042,0,40,48.3,43,18.25,0,0,0,0,0,96.398,48.3,0,,0,1985.1909,48.3
96.429,-0.22473,-80.9,0,0,0,0,-0.0024,0,40,48.3,43,18.25,0,0,0,0,0,96.429,48.3,0,,0,1985.1909,48.3
96.46,-0.22473,-80.9,0,0,0,0,0.003,0,40,48.3,43,18.24,0,0,0,0,0,96.46,48.3,0,,0,1985.1909,48.3
96.49,-0.22473,-80.9,0,-0.001,0,0,0.0062,0,40,48.3,43,18.26,0,0,0,0,0,96.49,48.3,0,,0,1985.1909,48.3
96.515,-0.22473,-80.9,0,0,0,0,-0.0036,0,40,48.3,43,18.24,0,0,0,0,0,96.515,48.3,0,,0,1985.1909,48.3
96.546,-0.22473,-80.9,0,0,0,0,0.0024,0,40,48.3,43,18.24,0,0,0,0,0,96.546,48.3,0,,0,1985.1909,48.3
96.576,-0.22473,-80.9,0,0,0,0,-0.0033,0,40,48.3,42.9,18.25,0,0,0,0,0,96.576,48.3,0,,0,1985.1909,48.3
96.605,-0.22473,-80.9,0,0,0,0,-0.0002,0,40,48.3,42.9,18.24,0,0,0,0,0,96.605,48.3,0,,0,1985.1909,48.3
96.637,-0.22473,-80.9,0,0,0,0,0.0015,0,40,48.2,42.9,18.25,0,0,0,0,0,96.637,48.2,0,,0,1985.1909,48.2
96.672,-0.22473,-80.9,0,0,0,0,0.0048,0,40,48.2,42.9,18.25,0,0,0,0,0,96.672,48.2,0,,0,1985.1909,48.2
96.701,-0.22473,-80.9,0,0,0,0,-0.0012,0,40,48.2,42.9,18.25,0,0,0,0,0,96.701,48.2,0,,0,1985.1909,48.2
96.731,-0.22473,-80.9,0,0.005,0,0,0.0009,0,40,48.2,42.9,18.25,0,0,0,0,0,96.731,48.2,0,,0,1985.1909,48.2
96.762,-0.22473,-80.9,0,-0.001,0,0,0.0005,0,40,48.2,42.9,18.25,0,0,0,0,0,96.762,48.2,0,,0,1985.1909,48.2
96.792,-0.22473,-80.9,0,-0.002,0,0,0.0035,0,40,48.2,42.9,18.25,0,0,0,0,0,96.792,48.2,0,,0,1985.1909,48.2
96.818,-0.22473,-80.9,0,-0.001,0,0,-0.0054,0,40,48.2,42.9,18.25,0,0,0,0,0,96.818,48.2,0,,0,1985.1909,48.2
96.849,-0.22473,-80.9,0,-0.002,0,0,-0.0036,0,40,48.2,42.9,18.25,0,0,0,0,0,96.849,48.2,0,,0,1985.1909,48.2
96.879,-0.22473,-80.9,0,-0.001,0,0,0.0017,0,40,48.2,42.9,18.25,0,-0.01,0,0,0,96.879,48.2,-0.01,,-0.0003,1985.1906,48.2
96.909,-0.22473,-80.9,0,-0.002,0,0,-0.0041,0,40,48.2,42.9,18.24,0,0,0,0,0,96.909,48.2,0,,0,1985.1906,48.2
96.935,-0.22473,-80.9,0,0.005,0,0,-0.0012,0,40,48.2,42.9,18.24,0,0,0,0,0,96.935,48.2,0,,0,1985.1906,48.2
96.967,-0.22473,-80.9,0,0.004,0,0,-0.0071,0,40,48.2,42.9,18.25,0,0,0,0,0,96.967,48.2,0,,0,1985.1906,48.2
96.997,-0.22473,-80.9,0,0.003,0,0,-0.0017,0,40,48.2,42.9,18.24,0,0,0,0,0,96.997,48.2,0,,0,1985.1906,48.2
97.027,-0.22473,-80.9,0,0.005,0,0,0.0031,0,40,48.2,42.9,18.24,0,0,0,0,0,97.027,48.2,0,,0,1985.1906,48.2
97.057,-0.22473,-80.9,0,-0.002,0,0,-0.0011,0,40,48.2,42.9,18.25,0,0,0,0,0,97.057,48.2,0,,0,1985.1906,48.2
97.093,-0.22473,-80.9,0,-0.001,0,0,0.0001,0,40,48.2,42.9,18.25,0,0,0,0,0,97.093,48.2,0,,0,1985.1906,48.2
97.13,-0.22473,-80.9,0,-0.002,0,0,-0.0008,0,40,48.2,42.9,18.24,0,0,0,0,0,97.13,48.2,0,,0,1985.1906,48.2
97.163,-0.22473,-80.9,0,0.002,0,0,0.0071,0,40,48.2,42.9,18.24,0,0,0,0,0,97.163,48.2,0,,0,1985.1906,48.2
97.196,-0.22473,-80.9,0,0,0,0,0.0002,0,40,48.2,42.9,18.25,0,0,0,0,0,97.196,48.2,0,,0,1985.1906,48.2
97.225,-0.22473,-80.9,0,0.005,0,0,-0.0013,0,40,48.2,42.9,18.25,0,-0.01,0,0,0,97.225,48.2,-0.01,,-0.0003,1985.1903,48.2
97.259,-0.22472,-80.9,0,0.007,0,0,0.0014,0,40,48.2,42.9,18.24,0,0,0,0,0,97.259,48.2,0,,0,1985.1903,48.2
97.288,-0.22472,-80.9,0,-0.004,0,0,0.0037,0,40,48.2,42.9,18.24,0,0,0,0,0,97.288,48.2,0,,0,1985.1903,48.2
97.327,-0.22473,-80.9,0,0.004,0,0,-0.0017,0,40,48.2,42.9,18.25,0,0,0,0,0,97.327,48.2,0,,0,1985.1903,48.2
97.378,-0.22471,-80.9,0,-0.003,0,0,0.0034,0,40,48.2,42.9,18.25,0,0,0,0,0,97.378,48.2,0,,0,1985.1903,48.2
97.414,-0.22473,-80.9,0,-0.004,0,0,0.0046,0,40,48.2,42.9,18.25,0,0,0,0,0,97.414,48.2,0,,0,1985.1903,48.2
97.453,-0.22472,-80.9,0,-0.001,0,0,0.005,0,40,48.2,42.9,18.23,0,0,0,0,0,97.453,48.2,0,,0,1985.1903,48.2
97.492,-0.22473,-80.9,0,0.008,0,0,0.0011,0,40,48.1,42.9,18.25,0,0,0,0,0,97.492,48.1,0,,0,1985.1903,48.1
97.525,-0.22472,-80.9,0,0.002,0,0,0.0046,0,40,48.1,42.9,18.25,0,0,0,0,0,97.525,48.1,0,,0,1985.1903,48.1
97.564,-0.22471,-80.9,0,-0.002,0,0,0.0009,0,40,48.1,42.9,18.26,0,-0.01,0,0,0,97.564,48.1,-0.01,,-0.0003,1985.19,48.1
97.597,-0.22472,-80.9,0,-0.007,0,0,0.0011,0,40,48.1,42.9,18.24,0,0,0,0,0,97.597,48.1,0,,0,1985.19,48.1
97.626,-0.22473,-80.9,0,-0.005,0,0,-0.0032,0,40,48.1,42.9,18.24,0,0,0,0,0,97.626,48.1,0,,0,1985.19,48.1
97.656,-0.22471,-80.9,0,-0.005,0,0,0.0007,0,40,48.1,42.9,18.24,0,0,0,0,0,97.656,48.1,0,,0,1985.19,48.1
97.684,-0.22472,-80.9,0,0.001,0,0,0.0026,0,40,48.1,42.9,18.25,0,0,0,0,0,97.684,48.1,0,,0,1985.19,48.1
97.712,-0.22473,-80.9,0,-0.001,0,0,0.0015,0,40,48.1,42.9,18.25,0,0,0,0,0,97.712,48.1,0,,0,1985.19,48.1
97.744,-0.2247,-80.9,0,-0.001,0,0,0.0028,0,40,48.1,42.9,18.24,0,0,0,0,0,97.744,48.1,0,,0,1985.19,48.1
97.772,-0.22472,-80.9,0,-0.001,0,0,0.0017,0,40,48.1,42.9,18.24,0,0,0,0,0,97.772,48.1,0,,0,1985.19,48.1
97.801,-0.22471,-80.9,0,0.001,0,0,-0.005,0,40,48.1,42.9,18.24,0,0,0,0,0,97.801,48.1,0,,0,1985.19,48.1
97.868,-0.22471,-80.9,0,-0.003,0,0,0.0018,0,40,48.1,42.9,18.25,0,0,0,0,0,97.868,48.1,0,,0,1985.19,48.1
98.009,-0.22473,-80.9,0,-0.005,0,0,-0.0011,0,40,48.1,42.8,18.25,0,0,0,0,0,98.009,48.1,0,,0,1985.19,48.1
98.084,-0.22472,-80.9,0,-0.002,0,0,0.0032,0,40,48.1,42.8,18.25,0,0,0,0,0,98.084,48.1,0,,0,1985.19,48.1
98.126,-0.22472,-80.9,0,0.001,0,0,-0.0051,0,40,48.1,42.8,18.24,0,0,0,0,0,98.126,48.1,0,,0,1985.19,48.1
98.162,-0.22472,-80.9,0,-0.004,0,0,0.0049,0,40,48.1,42.8,18.25,0,0,0,0,0,98.162,48.1,0,,0,1985.19,48.1
98.193,-0.22472,-80.9,0,0.013,0,0,0.0007,0,40,48.1,42.8,18.25,0,0,0,0,0,98.193,48.1,0,,0,1985.19,48.1
98.218,-0.22472,-80.9,0,0,0,0,0.0019,0,40,48.1,42.8,18.25,0,0,0,0,0,98.218,48.1,0,,0,1985.19,48.1
98.25,-0.22473,-80.9,0,-0.003,0,0,0.0008,0,40,48.1,42.8,18.24,0,0,0,0,0,98.25,48.1,0,,0,1985.19,48.1
98.28,-0.22473,-80.9,0,-0.003,0,0,-0.0044,0,40,48.1,42.8,18.25,0,0,0,0,0,98.28,48.1,0,,0,1985.19,48.1
98.309,-0.22472,-80.9,0,0,0,0,0.0014,0,40,48.1,42.8,18.24,0,0,0,0,0,98.309,48.1,0,,0,1985.19,48.1
98.335,-0.22473,-80.9,0,-0.002,0,0,0.0007,0,40,48.1,42.8,18.24,0,0,0,0,0,98.335,48.1,0,,0,1985.19,48.1
98.365,-0.22472,-80.9,0,-0.003,0,0,-0.005,0,40,48,42.8,18.25,0,0,0,0,0,98.365,48,0,,0,1985.19,48
98.39,-0.22473,-80.9,0,-0.003,0,0,0.0051,0,40,48,42.8,18.24,0,0,0,0,0,98.39,48,0,,0,1985.19,48
98.422,-0.22473,-80.9,0,-0.001,0,0,0.0025,0,40,48,42.8,18.25,0,0,0,0,0,98.422,48,0,,0,1985.19,48
98.464,-0.22473,-80.9,0,0.004,0,0,-0.0028,0,40,48,42.8,18.24,0,0,0,0,0,98.464,48,0,,0,1985.19,48
98.5,-0.22473,-80.9,0,-0.001,0,0,-0.0056,0,40,48,42.8,18.25,0,0,0,0,0,98.5,48,0,,0,1985.19,48
98.527,-0.22473,-80.9,0,-0.001,0,0,-0.0012,0,40,48,42.8,18.24,0,0,0,0,0,98.527,48,0,,0,1985.19,48
98.557,-0.22473,-80.9,0,-0.002,0,0,-0.0025,0,40,48,42.8,18.25,0,0,0,0,0,98.557,48,0,,0,1985.19,48
98.586,-0.22473,-80.9,0,-0.001,0,0,-0.0032,0,40,48,42.8,18.25,0,0,0,0,0,98.586,48,0,,0,1985.19,48
98.613,-0.22472,-80.9,0,0.002,0,0,-0.0027,0,40,48,42.8,18.24,0,0,0,0,0,98.613,48,0,,0,1985.19,48
98.645,-0.22473,-80.9,0,-0.001,0,0,-0.0029,0,40,48,42.8,18.24,0,0,0,0,0,98.645,48,0,,0,1985.19,48
98.675,-0.22473,-80.9,0,-0.003,0,0,-0.0007,0,40,48,42.8,18.24,0,0,0,0,0,98.675,48,0,,0,1985.19,48
98.701,-0.22472,-80.9,0,-0.001,0,0,0.003,0,40,48,42.8,18.26,0,0,0,0,0,98.701,48,0,,0,1985.19,48
98.735,-0.22473,-80.9,0,-0.002,0,0,-0.003,0,40,48,42.8,18.25,0,0,0,0,0,98.735,48,0,,0,1985.19,48
98.946,-0.22473,-80.9,0,0.003,0,0,0.0034,0,40,48,42.8,18.24,0,0,0,0,0,98.946,48,0,,0,1985.19,48
98.98,-0.22472,-80.9,0,-0.002,0,0,-0.0024,0,40,48,42.8,18.25,0,0,0,0,0,98.98,48,0,,0,1985.19,48
99.009,-0.22473,-80.9,0,0.004,0,0,0.0044,0,40,48,42.8,18.25,0,0,0,0,0,99.009,48,0,,0,1985.19,48
99.035,-0.22473,-80.9,0,0,0,0,0.0009,0,40,48,42.8,18.26,0,0,0,0,0,99.035,48,0,,0,1985.19,48
99.065,-0.22473,-80.9,0,-0.001,0,0,0.0053,0,40,48,42.8,18.25,0,0,0,0,0,99.065,48,0,,0,1985.19,48
99.095,-0.22473,-80.9,0,0.004,0,0,0.0015,0,40,48,42.8,18.25,0,0,0,0,0,99.095,48,0,,0,1985.19,48
99.131,-0.22473,-80.9,0,-0.002,0,0,0.0069,0,40,48,42.8,18.25,0,0,0,0,0,99.131,48,0,,0,1985.19,48
99.162,-0.22473,-80.9,0,0.003,0,0,0.0008,0,40,48,42.8,18.24,0,0,0,0,0,99.162,48,0,,0,1985.19,48
99.198,-0.22471,-80.9,0,0.007,0,0,-0.0028,0,40,48,42.8,18.25,0,0,0,0,0,99.198,48,0,,0,1985.19,48
99.226,-0.22473,-80.9,0,-0.001,0,0,-0.0041,0,40,48,42.8,18.25,0,0,0,0,0,99.226,48,0,,0,1985.19,48
99.251,-0.22473,-80.9,0,-0.001,0,0,0.001,0,40,48,42.8,18.24,0,0,0,0,0,99.251,48,0,,0,1985.19,48
99.278,-0.22472,-80.9,0,-0.002,0,0,-0.0004,0,40,47.9,42.8,18.25,0,0,0,0,0,99.278,47.9,0,,0,1985.19,47.9
99.311,-0.22473,-80.9,0,0,0,0,-0.0006,0,40,47.9,42.8,18.25,0,0,0,0,0,99.311,47.9,0,,0,1985.19,47.9
99.336,-0.22471,-80.9,0,-0.003,0,0,-0.0018,0,40,47.9,42.8,18.25,0,0,0,0,0,99.336,47.9,0,,0,1985.19,47.9
99.367,-0.22473,-80.9,0,-0.001,0,0,0.0095,0,40,47.9,42.8,18.25,0,0,0,0,0,99.367,47.9,0,,0,1985.19,47.9
99.402,-0.22473,-80.9,0,-0.001,0,0,-0.0049,0,40,47.9,42.8,18.25,0,0,0,0,0,99.402,47.9,0,,0,1985.19,47.9
99.446,-0.22472,-80.9,0,0.006,0,0,-0.0018,0,40,47.9,42.8,18.25,0,0,0,0,0,99.446,47.9,0,,0,1985.19,47.9
99.478,-0.22473,-80.9,0,0,0,0,-0.0007,0,40,47.9,42.8,18.25,0,0,0,0,0,99.478,47.9,0,,0,1985.19,47.9
99.514,-0.22473,-80.9,0,0.005,0,0,0.0044,0,40,47.9,42.8,18.25,0,0,0,0,0,99.514,47.9,0,,0,1985.19,47.9
99.559,-0.22473,-80.9,0,0.001,0,0,0.0002,0,40,47.9,42.7,18.25,0,0,0,0,0,99.559,47.9,0,,0,1985.19,47.9
99.59,-0.22473,-80.9,0,0,0,0,-0.0004,0,40,47.9,42.7,18.24,0,0,0,0,0,99.59,47.9,0,,0,1985.19,47.9
99.618,-0.22473,-80.9,0,-0.002,0,0,0.0014,0,40,47.9,42.7,18.25,0,0,0,0,0,99.618,47.9,0,,0,1985.19,47.9
99.645,-0.22473,-80.9,0,0,0,0,-0.0054,0,40,47.9,42.7,18.24,0,0,0,0,0,99.645,47.9,0,,0,1985.19,47.9
99.672,-0.22473,-80.9,0,0,0,0,-0.0027,0,40,47.9,42.7,18.25,0,0,0,0,0,99.672,47.9,0,,0,1985.19,47.9
99.706,-0.22471,-80.9,0,0.001,0,0,0.0006,0,40,47.9,42.7,18.24,0,0,0,0,0,99.706,47.9,0,,0,1985.19,47.9
99.735,-0.22473,-80.9,0,-0.001,0,0,-0.0014,0,40,47.9,42.7,18.25,0,0,0,0,0,99.735,47.9,0,,0,1985.19,47.9
99.768,-0.22473,-80.9,0,0,0,0,-0.0002,0,40,47.9,42.7,18.25,0,0,0,0,0,99.768,47.9,0,,0,1985.19,47.9
