time_s,pos_turns,pos_deg,normalized,velocity_turns_s,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors,time_s,motor_temp_C,power_elec_W,,joules in interval,total,motor_temp_C
105.442,-0.02628,-9.5,0.547,-0.657,-2.5,-2.5,-1.5434,0,40,49.1,45.7,17.79,3.89,70.33,6.18,64.38,0,105.442,49.1,70.33,,2.1099,2340.4311,49.1
105.468,-0.04179,-15,0.5,-0.512,-2.5,-2.5,-1.594,0,40,49.1,45.7,17.72,4.552,80.64,4.77,75.8,0,105.468,49.1,80.64,,2.4192,2342.8503,49.1
105.499,-0.05326,-19.2,0.466,-0.284,-2.5,-2.5,-1.6189,0,40,49.1,45.7,17.72,4.511,79.59,2.8,76.76,0,105.499,49.1,79.59,,2.3877,2345.238,49.1
105.526,-0.0598,-21.5,0.446,-0.228,-2.5,-2.5,-1.6306,0,40,49.1,45.7,17.74,4.283,75.7,2.43,73.01,0,105.526,49.1,75.7,,2.271,2347.509,49.1
105.554,-0.06783,-24.4,0.422,-0.342,-2.5,-2.5,-1.6114,0,40,49.1,45.8,17.78,3.769,66.26,3.58,62.56,0,105.554,49.1,66.26,,1.9878,2349.4968,49.1
105.584,-0.07927,-28.5,0.388,-0.386,-2.5,-2.5,-1.6106,0,40,49.2,45.8,17.83,3.545,63.33,3.83,59.39,0,105.584,49.2,63.33,,1.8999,2351.3967,49.2
105.614,-0.09015,-32.5,0.355,-0.347,-2.5,-2.5,-1.6028,0,40,49.2,45.8,17.81,3.776,67.21,3.44,64.25,0,105.614,49.2,67.21,,2.0163,2353.413,49.2
105.643,-0.10002,-36,0.326,-0.352,-2.5,-2.5,-1.5969,0,40,49.2,45.8,17.76,4.242,75.99,3.44,72.66,0,105.643,49.2,75.99,,2.2797,2355.6927,49.2
105.673,-0.10923,-39.3,0.298,-0.24,-2.5,-2.5,-1.6256,0,40,49.2,45.8,17.71,4.716,83.95,2.34,81.61,0,105.673,49.2,83.95,,2.5185,2358.2112,49.2
105.701,-0.11337,-40.8,0.286,-0.077,-2.5,-2.5,-1.6582,0,40,49.2,45.8,17.68,4.851,85.87,0.62,85.47,0,105.701,49.2,85.87,,2.5761,2360.7873,49.2
105.732,-0.11436,-41.2,0.283,-0.031,-2.5,-2.5,-1.6654,0,40,49.3,45.9,17.68,4.865,86.29,0.27,85.83,0,105.732,49.3,86.29,,2.5887,2363.376,49.3
105.762,-0.11664,-42,0.276,-0.147,-2.5,-2.5,-1.6379,0,40,49.3,45.9,17.68,4.758,83.91,1.7,82.38,0,105.762,49.3,83.91,,2.5173,2365.8933,49.3
105.791,-0.12455,-44.8,0.252,-0.35,-2.5,-2.5,-1.6008,0,40,49.3,45.9,17.7,4.492,79.52,3.74,75.37,0,105.791,49.3,79.52,,2.3856,2368.2789,49.3
105.818,-0.13692,-49.3,0.215,-0.518,-2.5,-2.5,-1.5869,0,40,49.3,45.9,17.76,3.782,66.38,5.49,60.74,0,105.818,49.3,66.38,,1.9914,2370.2703,49.3
105.846,-0.15278,-55,0.167,-0.586,-2.5,-2.5,-1.5647,0,40,49.4,45.9,17.81,3.468,61.88,5.68,56.23,0,105.846,49.4,61.88,,1.8564,2372.1267,49.4
105.875,-0.16615,-59.8,0.127,-0.304,-2.5,-2.5,-1.6283,0,40,49.4,46,17.78,3.906,69.94,2.49,67.74,0,105.875,49.4,69.94,,2.0982,2374.2249,49.4
105.901,-0.16776,-60.4,0.122,0.039,-2.5,-2.5,-1.6818,0,40,49.4,46,17.76,4.174,73.51,-0.82,74.32,0,105.901,49.4,73.51,,2.2053,2376.4302,49.4
105.931,-0.16405,-59.1,0.134,0.098,-2.5,-2.5,-1.6799,0,40,49.4,46,17.78,4.008,71.01,-0.9,71.59,0,105.931,49.4,71.01,,2.1303,2378.5605,49.4
105.961,-0.16351,-58.9,0.135,-0.042,-2.5,-2.5,-1.6551,0,40,49.4,46,17.78,3.904,69.84,0.59,69.04,0,105.961,49.4,69.84,,2.0952,2380.6557,49.4
105.99,-0.16523,-59.5,0.13,-0.031,-2.5,-2.5,-1.6682,0,40,49.5,46,17.78,3.985,71.13,0.23,70.76,0,105.99,49.5,71.13,,2.1339,2382.7896,49.5
106.018,-0.16479,-59.3,0.131,0.061,-2.5,-2.5,-1.6708,0,40,49.5,46,17.77,4.015,71.17,-0.59,71.73,0,106.018,49.5,71.17,,2.1351,2384.9247,49.5
106.046,-0.16271,-58.6,0.138,0.096,-2.5,-2.5,-1.6831,0,40,49.5,46.1,17.77,3.948,70.21,-1.01,71.54,0,106.046,49.5,70.21,,2.1063,2387.031,49.5
106.075,-0.15873,-57.1,0.149,0.188,-2.5,-2.5,-1.7038,0,40,49.5,46.1,17.79,3.865,68.66,-2.05,70.55,0,106.075,49.5,68.66,,2.0598,2389.0908,49.5
106.101,-0.15266,-55,0.168,0.267,-2.5,-2.5,-1.716,0,40,49.5,46.1,17.8,3.781,67.07,-2.84,69.89,0,106.101,49.5,67.07,,2.0121,2391.1029,49.5
106.132,-0.14375,-51.8,0.194,0.317,-2.5,-2.5,-1.7171,0,40,49.6,46.1,17.79,3.821,67.67,-3.58,71.6,0,106.132,49.6,67.67,,2.0301,2393.133,49.6
106.162,-0.13379,-48.2,0.224,0.32,-2.5,-2.5,-1.7123,0,40,49.6,46.1,17.75,4.331,77.07,-3.63,81.32,0,106.162,49.6,77.07,,2.3121,2395.4451,49.6
106.192,-0.12399,-44.6,0.254,0.329,-2.5,-2.5,-1.7255,0,40,49.6,46.2,17.7,4.734,83.69,-3.6,87.57,0,106.192,49.6,83.69,,2.5107,2397.9558,49.6
106.219,-0.11402,-41,0.284,0.384,-2.5,-2.5,-1.7297,0,40,49.6,46.2,17.67,4.932,87.66,-4.23,91.4,0,106.219,49.6,87.66,,2.6298,2400.5856,49.6
106.25,-0.10174,-36.6,0.32,0.421,-2.5,-2.5,-1.7384,0,40,49.7,46.2,17.71,4.627,81.63,-4.7,85.99,0,106.25,49.7,81.63,,2.4489,2403.0345,49.7
106.277,-0.09039,-32.5,0.354,0.42,-2.5,-2.5,-1.7375,0,40,49.7,46.2,17.75,4.098,72.43,-4.56,77.07,0,106.277,49.7,72.43,,2.1729,2405.2074,49.7
106.301,-0.07986,-28.8,0.386,0.424,-2.5,-2.5,-1.7318,0,40,49.7,46.2,17.78,3.874,68.68,-4.71,73.31,0,106.301,49.7,68.68,,2.0604,2407.2678,49.7
106.332,-0.06641,-23.9,0.426,0.449,-2.5,-2.5,-1.7353,0,40,49.7,46.2,17.76,4.177,74.52,-4.84,79.43,0,106.332,49.7,74.52,,2.2356,2409.5034,49.7
106.362,-0.0529,-19,0.467,0.454,-2.5,-2.5,-1.7396,0,40,49.7,46.2,17.7,4.749,83.96,-4.98,89.33,0,106.362,49.7,83.96,,2.5188,2412.0222,49.7
106.392,-0.03844,-13.8,0.51,0.495,-2.5,-2.5,-1.7485,0,40,49.8,46.3,17.69,4.931,87.29,-5.51,93.1,0,106.392,49.8,87.29,,2.6187,2414.6409,49.8
106.418,-0.0255,-9.2,0.549,0.498,-2.5,-2.5,-1.7516,0,40,49.8,46.3,17.72,4.268,75.43,-5.45,80.88,0,106.418,49.8,75.43,,2.2629,2416.9038,49.8
106.449,-0.01001,-3.6,0.596,0.505,-2.5,-2.5,-1.7476,0,40,49.8,46.3,17.77,3.887,68.94,-5.52,74.3,0,106.449,49.8,68.94,,2.0682,2418.972,49.8
106.476,0.00329,1.2,0.636,0.483,-2.5,-2.5,-1.739,0,40,49.8,46.3,17.75,4.109,73.18,-5.22,78.8,0,106.476,49.8,73.18,,2.1954,2421.1674,49.8
106.501,0.01506,5.4,0.671,0.437,-2.5,-2.5,-1.7379,0,40,49.8,46.3,17.7,4.661,82.82,-4.77,87.54,0,106.501,49.8,82.82,,2.4846,2423.652,49.8
106.532,0.02796,10.1,0.71,0.414,-2.5,-2.5,-1.7269,0,40,49.9,46.3,17.67,4.943,87.38,-4.34,91.97,0,106.532,49.9,87.38,,2.6214,2426.2734,49.9
106.562,0.0388,14,0.742,0.307,-2.5,-2.5,-1.7188,0,40,49.9,46.4,17.7,4.697,82.69,-3.26,86.01,0,106.562,49.9,82.69,,2.4807,2428.7541,49.9
106.592,0.04629,16.7,0.765,0.201,-2.5,-2.5,-1.6989,0,40,49.9,46.4,17.73,4.199,74.27,-1.94,75.95,0,106.592,49.9,74.27,,2.2281,2430.9822,49.9
106.618,0.04958,17.8,0.774,0.055,-2.5,-2.5,-1.673,0,40,49.9,46.4,17.75,4.006,71.24,-0.46,71.45,0,106.618,49.9,71.24,,2.1372,2433.1194,49.9
106.649,0.0492,17.7,0.773,-0.057,-2.5,-2.5,-1.6484,0,40,50,46.4,17.77,3.967,70.76,0.74,69.59,0,106.649,50,70.76,,2.1228,2435.2422,50
106.676,0.0456,16.4,0.762,-0.192,-2.5,-2.5,-1.6226,0,40,50,46.4,17.76,4.063,72.33,2,70.54,0,106.676,50,72.33,,2.1699,2437.4121,50
106.701,0.03948,14.2,0.744,-0.288,-2.5,-2.5,-1.6108,0,40,50,46.5,17.74,4.348,76.93,2.91,74.53,0,106.701,50,76.93,,2.3079,2439.72,50
106.732,0.02976,10.7,0.715,-0.348,-2.5,-2.5,-1.6141,0,40,50,46.5,17.71,4.497,79.25,3.49,75.93,0,106.732,50,79.25,,2.3775,2442.0975,50
106.761,0.01914,6.9,0.683,-0.395,-2.5,-2.5,-1.6013,0,40,50,46.5,17.72,4.32,76.28,4.06,72.1,0,106.761,50,76.28,,2.2884,2444.3859,50
106.79,0.00718,2.6,0.647,-0.425,-2.5,-2.5,-1.6074,0,40,50.1,46.5,17.77,3.844,68.17,4.21,63.6,0,106.79,50.1,68.17,,2.0451,2446.431,50.1
106.818,-0.00318,-1.1,0.616,-0.288,-2.5,-2.5,-1.6246,0,40,50.1,46.5,17.79,3.54,63.16,2.85,60.19,0,106.818,50.1,63.16,,1.8948,2448.3258,50.1
106.849,-0.01021,-3.7,0.595,-0.203,-2.5,-2.5,-1.6374,0,40,50.1,46.5,17.8,3.612,64.38,2.02,62.53,0,106.849,50.1,64.38,,1.9314,2450.2572,50.1
106.876,-0.01592,-5.7,0.578,-0.245,-2.5,-2.5,-1.6228,0,40,50.1,46.6,17.8,3.709,66.28,2.56,63.62,0,106.876,50.1,66.28,,1.9884,2452.2456,50.1
106.905,-0.02363,-8.5,0.555,-0.282,-2.5,-2.5,-1.6219,0,40,50.2,46.6,17.79,3.86,68.54,2.97,65.74,0,106.905,50.2,68.54,,2.0562,2454.3018,50.2
106.935,-0.03217,-11.6,0.529,-0.302,-2.5,-2.5,-1.6109,0,40,50.2,46.6,17.75,4.295,76.45,3.17,73.13,0,106.935,50.2,76.45,,2.2935,2456.5953,50.2
106.964,-0.04228,-15.2,0.499,-0.413,-2.5,-2.5,-1.6016,0,40,50.2,46.6,17.73,4.403,78.08,4.21,73.89,0,106.964,50.2,78.08,,2.3424,2458.9377,50.2
106.994,-0.05562,-20,0.459,-0.447,-2.5,-2.5,-1.5994,0,40,50.2,46.6,17.74,4.192,74.03,4.43,69.66,0,106.994,50.2,74.03,,2.2209,2461.1586,50.2
107.023,-0.06759,-24.3,0.423,-0.37,-2.5,-2.5,-1.6109,0,40,50.2,46.6,17.77,3.711,65.76,3.65,61.96,0,107.023,50.2,65.76,,1.9728,2463.1314,50.2
107.051,-0.0765,-27.5,0.396,-0.261,-2.5,-2.5,-1.6228,0,40,50.3,46.7,17.8,3.573,63.97,2.55,61.15,0,107.051,50.3,63.97,,1.9191,2465.0505,50.3
107.082,-0.08193,-29.5,0.38,-0.112,-2.5,-2.5,-1.6576,0,40,50.3,46.7,17.81,3.697,66.03,1.04,64.87,0,107.082,50.3,66.03,,1.9809,2467.0314,50.3
107.11,-0.08395,-30.2,0.374,-0.061,-2.5,-2.5,-1.6592,0,40,50.3,46.7,17.81,3.758,66.71,0.68,66.28,0,107.11,50.3,66.71,,2.0013,2469.0327,50.3
107.138,-0.08665,-31.2,0.366,-0.147,-2.5,-2.5,-1.6232,0,40,50.3,46.7,17.8,3.764,66.62,1.79,64.99,0,107.138,50.3,66.62,,1.9986,2471.0313,50.3
107.167,-0.09387,-33.8,0.344,-0.303,-2.5,-2.5,-1.6116,0,40,50.4,46.7,17.78,3.857,68.78,3.16,65.65,0,107.167,50.4,68.78,,2.0634,2473.0947,50.4
107.197,-0.10317,-37.1,0.316,-0.295,-2.5,-2.5,-1.6126,0,40,50.4,46.7,17.74,4.34,76.92,2.99,74.16,0,107.197,50.4,76.92,,2.3076,2475.4023,50.4
107.226,-0.11117,-40,0.292,-0.253,-2.5,-2.5,-1.6232,0,40,50.4,46.8,17.72,4.543,80.49,2.54,77.89,0,107.226,50.4,80.49,,2.4147,2477.817,50.4
107.251,-0.11748,-42.3,0.273,-0.243,-2.5,-2.5,-1.6245,0,40,50.4,46.8,17.71,4.492,78.96,2.54,76.33,0,107.251,50.4,78.96,,2.3688,2480.1858,50.4
107.279,-0.12386,-44.6,0.254,-0.22,-2.5,-2.5,-1.6314,0,40,50.5,46.8,17.72,4.395,78.01,2.35,75.53,0,107.279,50.5,78.01,,2.3403,2482.5261,50.5
107.309,-0.13093,-47.1,0.233,-0.253,-2.5,-2.5,-1.628,0,40,50.5,46.8,17.73,4.169,73.78,2.6,70.88,0,107.309,50.5,73.78,,2.2134,2484.7395,50.5
107.335,-0.13743,-49.5,0.213,-0.211,-2.5,-2.5,-1.6462,0,40,50.5,46.8,17.78,3.711,65.45,1.66,63.82,0,107.335,50.5,65.45,,1.9635,2486.703,50.5
107.384,-0.14556,-52.4,0.189,-0.122,-2.5,-2.5,-1.6494,0,40,50.5,46.9,17.8,3.625,64.3,1.23,63.15,0,107.384,50.5,64.3,,1.929,2488.632,50.5
107.409,-0.14746,-53.1,0.183,-0.033,-2.5,-2.5,-1.6645,0,40,50.6,46.9,17.79,3.647,65.02,0.23,64.73,0,107.409,50.6,65.02,,1.9506,2490.5826,50.6
107.436,-0.14733,-53,0.184,0.021,-2.5,-2.5,-1.6699,0,40,50.6,46.9,17.79,3.673,65.6,-0.36,65.9,0,107.436,50.6,65.6,,1.968,2492.5506,50.6
107.464,-0.14623,-52.6,0.187,0.046,-2.5,-2.5,-1.6804,0,40,50.6,46.9,17.79,3.695,65.73,-0.55,66.1,0,107.464,50.6,65.73,,1.9719,2494.5225,50.6
107.494,-0.14377,-51.8,0.194,0.112,-2.5,-2.5,-1.6836,0,40,50.6,46.9,17.79,3.731,66.25,-1.23,67.58,0,107.494,50.6,66.25,,1.9875,2496.51,50.6
107.521,-0.13958,-50.2,0.207,0.179,-2.5,-2.5,-1.6907,0,40,50.7,46.9,17.78,3.943,70.41,-1.97,72.59,0,107.521,50.7,70.41,,2.1123,2498.6223,50.7
107.551,-0.13309,-47.9,0.226,0.235,-2.5,-2.5,-1.7062,0,40,50.7,46.9,17.74,4.321,76.93,-2.59,79.87,0,107.551,50.7,76.93,,2.3079,2500.9302,50.7
107.581,-0.12519,-45.1,0.25,0.284,-2.5,-2.5,-1.7165,0,40,50.7,47,17.7,4.685,82.78,-3.2,86.35,0,107.581,50.7,82.78,,2.4834,2503.4136,50.7
107.607,-0.11695,-42.1,0.275,0.32,-2.5,-2.5,-1.7235,0,40,50.7,47,17.67,4.882,86.16,-3.5,89.68,0,107.607,50.7,86.16,,2.5848,2505.9984,50.7
107.634,-0.10797,-38.9,0.302,0.358,-2.5,-2.5,-1.7401,0,40,50.7,47,17.67,4.901,86.42,-3.8,90,0,107.634,50.7,86.42,,2.5926,2508.591,50.7
107.659,-0.09867,-35.5,0.33,0.384,-2.5,-2.5,-1.7284,0,40,50.8,47,17.71,4.456,78.25,-4.17,82.19,0,107.659,50.8,78.25,,2.3475,2510.9385,50.8
107.685,-0.08843,-31.8,0.36,0.406,-2.5,-2.5,-1.7374,0,40,50.8,47,17.76,3.935,69.36,-4.57,73.4,0,107.685,50.8,69.36,,2.0808,2513.0193,50.8
107.735,-0.06728,-24.2,0.424,0.446,-2.5,-2.5,-1.7286,0,40,50.8,47,17.75,4.232,76.22,-4.79,81.39,0,107.735,50.8,76.22,,2.2866,2515.3059,50.8
107.768,-0.05251,-18.9,0.468,0.453,-2.5,-2.5,-1.7377,0,40,50.8,47.1,17.69,4.781,84.2,-4.92,89.51,0,107.768,50.8,84.2,,2.526,2517.8319,50.8
107.798,-0.039,-14,0.509,0.471,-2.5,-2.5,-1.7491,0,40,50.9,47.1,17.67,4.952,87.26,-5.14,92.18,0,107.798,50.9,87.26,,2.6178,2520.4497,50.9
107.827,-0.02512,-9,0.55,0.48,-2.5,-2.5,-1.7527,0,40,50.9,47.1,17.71,4.314,75.91,-5.26,80.82,0,107.827,50.9,75.91,,2.2773,2522.727,50.9
107.854,-0.01207,-4.3,0.589,0.5,-2.5,-2.5,-1.7509,0,40,50.9,47.1,17.77,3.932,69.65,-5.47,75.06,0,107.854,50.9,69.65,,2.0895,2524.8165,50.9
107.884,0.00309,1.1,0.635,0.49,-2.5,-2.5,-1.739,0,40,50.9,47.1,17.75,4.117,73.09,-5.22,78.76,0,107.884,50.9,73.09,,2.1927,2527.0092,50.9
107.915,0.01674,6,0.676,0.417,-2.5,-2.5,-1.73,0,40,51,47.1,17.69,4.722,83.95,-4.56,88.3,0,107.915,51,83.95,,2.5185,2529.5277,51
107.943,0.02849,10.3,0.711,0.409,-2.5,-2.5,-1.73,0,40,51,47.2,17.64,4.963,87.88,-4.39,92.73,0,107.943,51,87.88,,2.6364,2532.1641,51
107.968,0.03824,13.8,0.74,0.347,-2.5,-2.5,-1.74,0,40,51,47.2,17.68,4.737,83.51,-3.69,86.86,0,107.968,51,83.51,,2.5053,2534.6694,51
107.999,0.0472,17,0.767,0.249,-2.5,-2.5,-1.7178,0,40,51,47.2,17.72,4.2,74.3,-2.7,77.01,0,107.999,51,74.3,,2.229,2536.8984,51
108.026,0.0525,18.9,0.783,0.128,-2.5,-2.5,-1.6853,0,40,51.1,47.2,17.76,3.984,70.61,-1.33,71.8,0,108.026,51.1,70.61,,2.1183,2539.0167,51.1
108.051,0.05382,19.4,0.787,-0.013,-2.5,-2.5,-1.6626,0,40,51.1,47.2,17.77,3.89,68.81,0.28,68.83,0,108.051,51.1,68.81,,2.0643,2541.081,51.1
108.082,0.05105,18.4,0.779,-0.163,-2.5,-2.5,-1.6317,0,40,51.1,47.2,17.77,3.894,69.02,1.76,67.08,0,108.082,51.1,69.02,,2.0706,2543.1516,51.1
108.112,0.04463,16.1,0.76,-0.244,-2.5,-2.5,-1.6177,0,40,51.1,47.3,17.75,4.112,73.07,2.69,70.47,0,108.112,51.1,73.07,,2.1921,2545.3437,51.1
108.138,0.03742,13.5,0.738,-0.279,-2.5,-2.5,-1.6135,0,40,51.2,47.3,17.72,4.458,78.77,2.9,76.24,0,108.138,51.2,78.77,,2.3631,2547.7068,51.2
108.168,0.02862,10.3,0.712,-0.297,-2.5,-2.5,-1.6137,0,40,51.2,47.3,17.7,4.527,80.16,3,76.63,0,108.168,51.2,80.16,,2.4048,2550.1116,51.2
108.199,0.01969,7.1,0.685,-0.268,-2.5,-2.5,-1.6261,0,40,51.2,47.3,17.71,4.402,77.87,2.7,75.33,0,108.199,51.2,77.87,,2.3361,2552.4477,51.2
108.227,0.0129,4.6,0.664,-0.218,-2.5,-2.5,-1.6278,0,40,51.2,47.3,17.72,4.226,74.7,2.27,72.7,0,108.227,51.2,74.7,,2.241,2554.6887,51.2
108.257,0.00664,2.4,0.646,-0.217,-2.5,-2.5,-1.6265,0,40,51.3,47.3,17.76,3.955,69.83,2.4,67.09,0,108.257,51.3,69.83,,2.0949,2556.7836,51.3
108.285,-0.00024,-0.1,0.625,-0.265,-2.5,-2.5,-1.6222,0,40,51.3,47.4,17.78,3.579,63.59,2.78,60.75,0,108.285,51.3,63.59,,1.9077,2558.6913,51.3
108.316,-0.00889,-3.2,0.599,-0.292,-2.5,-2.5,-1.621,0,40,51.3,47.4,17.8,3.579,64.04,2.92,60.91,0,108.316,51.3,64.04,,1.9212,2560.6125,51.3
108.345,-0.01647,-5.9,0.576,-0.256,-2.5,-2.5,-1.627,0,40,51.3,47.4,17.8,3.735,66.52,2.48,64.1,0,108.345,51.3,66.52,,1.9956,2562.6081,51.3
108.374,-0.02421,-8.7,0.553,-0.277,-2.5,-2.5,-1.609,0,40,51.4,47.4,17.77,3.875,68.95,2.92,66.01,0,108.374,51.4,68.95,,2.0685,2564.6766,51.4
108.401,-0.03209,-11.6,0.529,-0.291,-2.5,-2.5,-1.6105,0,40,51.4,47.4,17.73,4.35,77.04,2.86,74.25,0,108.401,51.4,77.04,,2.3112,2566.9878,51.4
108.433,-0.0414,-14.9,0.501,-0.311,-2.5,-2.5,-1.6071,0,40,51.4,47.4,17.71,4.477,79.78,3.22,76.31,0,108.433,51.4,79.78,,2.3934,2569.3812,51.4
108.458,-0.04937,-17.8,0.478,-0.299,-2.5,-2.5,-1.6153,0,40,51.4,47.5,17.7,4.411,77.95,3.11,74.78,0,108.458,51.4,77.95,,2.3385,2571.7197,51.4
108.488,-0.05713,-20.6,0.454,-0.235,-2.5,-2.5,-1.6349,0,40,51.5,47.5,17.72,4.272,75.66,2.38,73.18,0,108.488,51.5,75.66,,2.2698,2573.9895,51.5
108.518,-0.06388,-23,0.434,-0.234,-2.5,-2.5,-1.6312,0,40,51.5,47.5,17.74,3.973,70.44,2.47,67.71,0,108.518,51.5,70.44,,2.1132,2576.1027,51.5
108.548,-0.07207,-25.9,0.409,-0.297,-2.5,-2.5,-1.6194,0,40,51.5,47.5,17.77,3.576,63.56,2.93,60.81,0,108.548,51.5,63.56,,1.9068,2578.0095,51.5
108.578,-0.07952,-28.6,0.387,-0.22,-2.5,-2.5,-1.635,0,40,51.5,47.5,17.79,3.632,64.59,2.16,62.57,0,108.578,51.5,64.59,,1.9377,2579.9472,51.5
108.608,-0.08553,-30.8,0.369,-0.206,-2.5,-2.5,-1.6283,0,40,51.6,47.5,17.79,3.732,66.46,2.25,64.06,0,108.608,51.6,66.46,,1.9938,2581.941,51.6
108.638,-0.09319,-33.5,0.346,-0.298,-2.5,-2.5,-1.6063,0,40,51.6,47.6,17.77,3.879,68.91,3.06,66.06,0,108.638,51.6,68.91,,2.0673,2584.0083,51.6
108.668,-0.10223,-36.8,0.319,-0.293,-2.5,-2.5,-1.6205,0,40,51.6,47.6,17.74,4.326,77,2.85,73.9,0,108.668,51.6,77,,2.31,2586.3183,51.6
108.699,-0.11089,-39.9,0.293,-0.171,-2.5,-2.5,-1.6251,0,40,51.7,47.6,17.72,4.24,74.89,2.87,71.91,0,108.699,51.7,74.89,,2.2467,2588.565,51.7
108.819,-0.13808,-49.7,0.211,-0.311,-2.5,-2.5,-1.62,0,40,51.8,47.7,17.76,3.781,66.86,3.17,63.4,0,108.819,51.8,66.86,,2.0058,2590.5708,51.8
108.847,-0.14654,-52.8,0.186,-0.299,-2.5,-2.5,-1.6202,0,40,51.8,47.7,17.79,3.554,63.06,3.04,60.3,0,108.847,51.8,63.06,,1.8918,2592.4626,51.8
108.876,-0.15432,-55.6,0.163,-0.227,-2.5,-2.5,-1.6411,0,40,51.8,47.7,17.79,3.651,65.15,1.98,63.37,0,108.876,51.8,65.15,,1.9545,2594.4171,51.8
108.906,-0.15711,-56.6,0.154,0.008,-2.5,-2.5,-1.672,0,40,51.8,47.7,17.79,3.788,67.05,-0.23,67.85,0,108.906,51.8,67.05,,2.0115,2596.4286,51.8
108.935,-0.15594,-56.1,0.158,0.045,-2.5,-2.5,-1.6789,0,40,51.9,47.7,17.78,3.758,66.94,-0.45,67.65,0,108.935,51.9,66.94,,2.0082,2598.4368,51.9
108.967,-0.15526,-55.9,0.16,0.015,-2.5,-2.5,-1.6728,0,40,51.9,47.7,17.79,3.765,66.76,-0.35,67.29,0,108.967,51.9,66.76,,2.0028,2600.4396,51.9
108.997,-0.15381,-55.4,0.164,0.074,-2.5,-2.5,-1.6802,0,40,51.9,47.8,17.78,3.755,66.82,-0.93,67.35,0,108.997,51.9,66.82,,2.0046,2602.4442,51.9
109.028,-0.14984,-53.9,0.176,0.174,-2.5,-2.5,-1.6961,0,40,51.9,47.8,17.79,3.745,66.63,-2.02,68.5,0,109.028,51.9,66.63,,1.9989,2604.4431,51.9
109.056,-0.143,-51.5,0.197,0.288,-2.5,-2.5,-1.7097,0,40,52,47.8,17.77,3.796,67.61,-3.26,71.37,0,109.056,52,67.61,,2.0283,2606.4714,52
109.085,-0.13374,-48.1,0.224,0.325,-2.5,-2.5,-1.706,0,40,52,47.8,17.73,4.391,78.22,-3.54,81.86,0,109.085,52,78.22,,2.3466,2608.818,52
109.117,-0.12348,-44.5,0.255,0.329,-2.5,-2.5,-1.7123,0,40,52,47.8,17.68,4.751,84.15,-3.51,87.69,0,109.117,52,84.15,,2.5245,2611.3425,52
109.145,-0.11372,-40.9,0.285,0.358,-2.5,-2.5,-1.7262,0,40,52.1,47.8,17.67,4.966,87.8,-3.76,91.35,0,109.145,52.1,87.8,,2.634,2613.9765,52.1
109.174,-0.10336,-37.2,0.316,0.37,-2.5,-2.5,-1.7425,0,40,52.1,47.9,17.68,4.718,83.5,-4.08,87.08,0,109.174,52.1,83.5,,2.505,2616.4815,52.1
109.202,-0.09249,-33.3,0.348,0.395,-2.5,-2.5,-1.7408,0,40,52.1,47.9,17.72,4.173,73.88,-4.44,77.85,0,109.202,52.1,73.88,,2.2164,2618.6979,52.1
109.23,-0.08133,-29.3,0.382,0.411,-2.5,-2.5,-1.7387,0,40,52.1,47.9,17.76,3.906,69.46,-4.53,73.81,0,109.23,52.1,69.46,,2.0838,2620.7817,52.1
109.259,-0.06897,-24.8,0.419,0.445,-2.5,-2.5,-1.7268,0,40,52.2,47.9,17.75,4.046,72.27,-4.82,77.48,0,109.259,52.2,72.27,,2.1681,2622.9498,52.2
109.285,-0.05744,-20.7,0.453,0.442,-2.5,-2.5,-1.7342,0,40,52.2,47.9,17.7,4.629,82.46,-4.77,86.77,0,109.285,52.2,82.46,,2.4738,2625.4236,52.2
109.313,-0.04569,-16.4,0.489,0.421,-2.5,-2.5,-1.7347,0,40,52.2,47.9,17.66,4.898,86.87,-4.66,91.77,0,109.313,52.2,86.87,,2.6061,2628.0297,52.2
109.339,-0.03397,-12.2,0.524,0.421,-2.5,-2.5,-1.7399,0,40,52.2,47.9,17.67,4.78,84.41,-4.63,89,0,109.339,52.2,84.41,,2.5323,2630.562,52.2
109.371,-0.02082,-7.5,0.563,0.441,-2.5,-2.5,-1.7414,0,40,52.3,48,17.72,4.129,72.99,-4.69,77.38,0,109.371,52.3,72.99,,2.1897,2632.7517,52.3
109.396,-0.00956,-3.4,0.597,0.454,-2.5,-2.5,-1.7382,0,40,52.3,48,17.75,3.9,68.78,-5.02,73.69,0,109.396,52.3,68.78,,2.0634,2634.8151,52.3
109.426,0.00432,1.6,0.639,0.47,-2.5,-2.5,-1.7354,0,40,52.3,48,17.73,4.193,74.9,-5.11,80.25,0,109.426,52.3,74.9,,2.247,2637.0621,52.3
109.453,0.0165,5.9,0.675,0.419,-2.5,-2.5,-1.7318,0,40,52.3,48,17.67,4.757,84.25,-4.55,88.82,0,109.453,52.3,84.25,,2.5275,2639.5896,52.3
109.485,0.02943,10.6,0.714,0.389,-2.5,-2.5,-1.7206,0,40,52.4,48,17.64,4.976,87.73,-4.09,91.93,0,109.485,52.4,87.73,,2.6319,2642.2215,52.4
109.516,0.03982,14.3,0.745,0.282,-2.5,-2.5,-1.7193,0,40,52.4,48,17.66,4.663,82.32,-2.98,85.02,0,109.516,52.4,82.32,,2.4696,2644.6911,52.4
